$id,title,description,status,latitude,longitude,textAddress,duration,serviceType,user
a3c0a69f-5254-46cf-be55-ec09673f1a44,Office space cleaning,Clean and sanitize a small office (80 sqm).,in progress,33.558482,-7.57817,"Boulevard Mohamed V, Casablanca, Morocco",6,Cleaner,
f894159f-9a49-422a-b074-33dc4c606b7e,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.559461,-7.596786,"Boulevard Mohamed V, Casablanca, Morocco",3,Gardener,
92f3dbcc-812b-4007-a984-258d0573e20f,Kitchen sink clog,Water drains very slowly; needs inspection.,completed,33.579864,-7.586632,"Boulevard Zerktouni, Casablanca, Morocco",3,Plumber,
f48eec76-785c-4187-9def-f7a820562d02,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,in progress,33.555982,-7.584066,"Rue de Fès, Casablanca, Morocco",2,Joiner,
55f8a283-457d-4e98-a071-4c71bb252e32,Install ceiling fans,Install two ceiling fans with remote controls.,completed,33.567067,-7.606603,"Boulevard Mohamed V, Casablanca, Morocco",2,Electrician,
9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.592601,-7.581089,"Avenue Hassan II, Casablanca, Morocco",4,Gardener,
47d71098-9464-43f7-847a-532e7c751cf1,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.576159,-7.572518,"Rue de Fès, Casablanca, Morocco",2,Plumber,
3c856076-bfc4-4f31-aa5a-82680e21af40,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.5809,-7.582661,"Rue de Fès, Casablanca, Morocco",2,Electrician,
e1eba165-98b9-45bc-81db-7a57a55c6148,Install water heater,Replace old heater with new electric model.,in progress,33.553977,-7.57351,"Rue de Fès, Casablanca, Morocco",7,Plumber,
380f2cc3-b972-48da-86ee-ee2a74a4106c,Carpet and upholstery cleaning,Steam clean all carpets and sofas in the house.,in progress,33.573625,-7.582105,"Rue de Fès, Casablanca, Morocco",5,Cleaner,
61a973e4-3389-4a7a-a375-bfc0c700f01e,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,in progress,33.572315,-7.596056,"Avenue Hassan II, Casablanca, Morocco",2,Joiner,
7ab4365a-fa77-411f-8570-433b49eb9d8a,Seasonal garden cleanup,"Remove fallen leaves, prune trees, and fertilize soil.",completed,33.569107,-7.574065,"Avenue Hassan II, Casablanca, Morocco",5,Gardener,
6586c187-3584-4912-93ee-7a94c2311ddf,Kitchen sink clog,Water drains very slowly; needs inspection.,completed,33.581887,-7.590356,"Boulevard Zerktouni, Casablanca, Morocco",1,Plumber,
89ac8a47-50f5-411b-bb68-e029078f9e60,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,completed,33.573178,-7.589801,"Boulevard Zerktouni, Casablanca, Morocco",5,Joiner,
a79cf624-9561-4b03-bd87-929485173037,Move-out cleaning,Deep cleaning before handing over apartment.,completed,33.570128,-7.573985,"Avenue Hassan II, Casablanca, Morocco",2,Cleaner,
20db622c-dda4-4b0a-a8da-fe6eae1e6431,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.563221,-7.606751,"Avenue Hassan II, Casablanca, Morocco",1,Electrician,
5b802a21-44af-4201-813e-dee5b0535e3e,Install ceiling fans,Install two ceiling fans with remote controls.,completed,33.56041,-7.583129,"Rue de Fès, Casablanca, Morocco",1,Electrician,
27616c8f-ff15-4c24-b497-af3acb47f656,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,completed,33.570629,-7.596087,"Avenue des FAR, Casablanca, Morocco",1,Electrician,
bc9ffa3e-fcca-4e10-9826-56100994465f,Home rewiring,Full rewiring of a 3-bedroom house due to outdated electrical system.,completed,33.560325,-7.589351,"Avenue Hassan II, Casablanca, Morocco",1,Electrician,
b95507f3-5548-4667-8ed1-f3abf0ddef57,Office space cleaning,Clean and sanitize a small office (80 sqm).,completed,33.585828,-7.574889,"Rue de Fès, Casablanca, Morocco",2,Cleaner,
76cefc03-3bd8-4e97-a2b2-2ebc65665b35,Lawn renovation,Reseed front lawn and install edging around flower beds.,completed,33.565616,-7.606903,"Boulevard Mohamed V, Casablanca, Morocco",3,Gardener,
6256a15d-1783-48fc-b653-78097773b5ae,Door replacement,Replace three interior wooden doors.,in progress,33.5593,-7.587758,"Avenue des FAR, Casablanca, Morocco",6,Joiner,
2593763a-4752-41b1-b5b6-7fdbc447aa97,Office space cleaning,Clean and sanitize a small office (80 sqm).,completed,33.565557,-7.578928,"Avenue des FAR, Casablanca, Morocco",3,Cleaner,
4a9d736c-c47c-4237-95b8-0fa93df9bb29,Door replacement,Replace three interior wooden doors.,in progress,33.565438,-7.606755,"Avenue Hassan II, Casablanca, Morocco",1,Joiner,
5686360b-9ef0-4b30-8e8b-cfa00f54fe1d,Post-renovation cleaning,Thorough cleaning needed after house renovations.,in progress,33.562132,-7.604781,"Avenue Hassan II, Casablanca, Morocco",5,Cleaner,
2b535daf-52c5-4167-91ed-6f828cbb4814,Tree trimming,Trim three large trees and dispose of branches.,in progress,33.585719,-7.583168,"Boulevard Zerktouni, Casablanca, Morocco",7,Gardener,
00466505-766d-46d7-93de-96af7a0fdd8c,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,in progress,33.571424,-7.584787,"Rue de Fès, Casablanca, Morocco",4,Joiner,
6ecc6563-b7d3-4b15-b7f1-f9351d88711c,Tree trimming,Trim three large trees and dispose of branches.,in progress,33.586803,-7.604764,"Boulevard Mohamed V, Casablanca, Morocco",2,Gardener,
a8937c05-9d8b-492f-add1-daa674e0f018,Replace light switches,"Need to replace old, broken light switches in all rooms.",completed,33.55395,-7.598814,"Boulevard Mohamed V, Casablanca, Morocco",7,Electrician,
15943027-112a-4882-a1eb-7ca11a51bc27,Install water heater,Replace old heater with new electric model.,completed,33.557068,-7.607874,"Avenue des FAR, Casablanca, Morocco",1,Plumber,
61702ff1-691a-4841-8651-ca2ea8d08ca0,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,in progress,33.565156,-7.584212,"Boulevard Zerktouni, Casablanca, Morocco",4,Electrician,
fcad9fdf-e792-49a1-9306-59abb3411289,Install water heater,Replace old heater with new electric model.,in progress,33.562305,-7.606441,"Avenue des FAR, Casablanca, Morocco",2,Plumber,
23858360-489c-4983-b32e-a631cf4355bb,Fix squeaky floorboards,Tighten or replace squeaky wooden floorboards.,completed,33.561891,-7.608782,"Rue de Fès, Casablanca, Morocco",5,Joiner,
8c0cd46f-cf0d-4dfe-9a37-0bc1f6c78d5d,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.578261,-7.587641,"Boulevard Zerktouni, Casablanca, Morocco",1,Electrician,
4137e5d4-f0ca-4010-ad51-39b18cb5d093,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.575093,-7.588692,"Boulevard Zerktouni, Casablanca, Morocco",1,Plumber,
b35d7e91-7f77-4a3a-88b0-a3bfef381186,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,completed,33.562977,-7.594824,"Rue de Fès, Casablanca, Morocco",2,Joiner,
28f184b9-dee7-4782-8871-42231ecb6d56,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.570166,-7.607869,"Boulevard Mohamed V, Casablanca, Morocco",2,Plumber,
492bd05e-fc91-48bc-88c1-377c1eb563fa,Move-out cleaning,Deep cleaning before handing over apartment.,in progress,33.574696,-7.590159,"Boulevard Mohamed V, Casablanca, Morocco",6,Cleaner,
10b4720d-f7b2-4284-a2f2-2e92ee030ddc,Replace light switches,"Need to replace old, broken light switches in all rooms.",completed,33.579244,-7.585914,"Avenue des FAR, Casablanca, Morocco",7,Electrician,
b127ae1c-bbdc-4c16-86d6-9b661a5a5d73,Install water heater,Replace old heater with new electric model.,completed,33.572647,-7.578662,"Rue de Fès, Casablanca, Morocco",2,Plumber,
c704054f-b1b5-4f84-a036-05d351e99684,Home rewiring,Full rewiring of a 3-bedroom house due to outdated electrical system.,completed,33.585185,-7.593235,"Avenue des FAR, Casablanca, Morocco",1,Electrician,
8930488c-34fb-4ee9-a8b8-300d4aae8485,Lawn renovation,Reseed front lawn and install edging around flower beds.,completed,33.570629,-7.589044,"Avenue des FAR, Casablanca, Morocco",2,Gardener,
fbebd8e9-881f-490a-90de-e71ea012949c,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.566013,-7.589135,"Boulevard Mohamed V, Casablanca, Morocco",5,Electrician,
f6846e1d-ffec-456d-bb24-a964b5c4cdc2,Lawn renovation,Reseed front lawn and install edging around flower beds.,completed,33.56857,-7.601065,"Avenue des FAR, Casablanca, Morocco",4,Gardener,
6f89a1e0-1441-4c45-9145-36781c8fcc40,Post-renovation cleaning,Thorough cleaning needed after house renovations.,in progress,33.582966,-7.580422,"Boulevard Mohamed V, Casablanca, Morocco",2,Cleaner,
27aa114a-7c55-43c6-909f-0bb9797e9622,Carpet and upholstery cleaning,Steam clean all carpets and sofas in the house.,in progress,33.573995,-7.593885,"Avenue Hassan II, Casablanca, Morocco",4,Cleaner,
246ac9e6-5cf0-489b-9cec-4d3047034812,Office space cleaning,Clean and sanitize a small office (80 sqm).,in progress,33.568567,-7.57266,"Avenue Hassan II, Casablanca, Morocco",3,Cleaner,
897a6f50-bd7b-437a-9c8f-71ea5b6761bc,Fix squeaky floorboards,Tighten or replace squeaky wooden floorboards.,in progress,33.571431,-7.590195,"Avenue Hassan II, Casablanca, Morocco",4,Joiner,
2a6d2d01-fabf-4d0a-a3a4-a34b4f2249fb,Move-out cleaning,Deep cleaning before handing over apartment.,completed,33.56007,-7.609005,"Boulevard Mohamed V, Casablanca, Morocco",3,Cleaner,
21b47147-0a7f-4431-9e2d-bc1c4e1d0075,Fix squeaky floorboards,Tighten or replace squeaky wooden floorboards.,in progress,33.563174,-7.598688,"Boulevard Zerktouni, Casablanca, Morocco",3,Joiner,
18b4001c-b1b6-43a7-b002-4f7a19c1888a,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,completed,33.562233,-7.58469,"Rue de Fès, Casablanca, Morocco",1,Joiner,
732f721a-efa8-4311-9ed7-1e33744f2e16,Seasonal garden cleanup,"Remove fallen leaves, prune trees, and fertilize soil.",completed,33.568373,-7.593315,"Boulevard Mohamed V, Casablanca, Morocco",3,Gardener,
0417f53f-c448-4e14-96b6-814f4fc1b0ea,Post-renovation cleaning,Thorough cleaning needed after house renovations.,in progress,33.5688,-7.601115,"Boulevard Mohamed V, Casablanca, Morocco",5,Cleaner,
af19c568-f5cc-415e-9138-ab661c5ced21,Seasonal garden cleanup,"Remove fallen leaves, prune trees, and fertilize soil.",completed,33.575041,-7.573642,"Boulevard Mohamed V, Casablanca, Morocco",5,Gardener,
bffbd6e1-3b67-4df0-93e4-be74764c4152,Carpet and upholstery cleaning,Steam clean all carpets and sofas in the house.,in progress,33.561187,-7.578077,"Avenue Hassan II, Casablanca, Morocco",5,Cleaner,
65b931a6-ac94-4b20-8e38-b0aaeccb4959,Post-renovation cleaning,Thorough cleaning needed after house renovations.,completed,33.561171,-7.606067,"Rue de Fès, Casablanca, Morocco",6,Cleaner,
998d8c74-27ac-4f47-af23-1f17233a8263,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,in progress,33.580561,-7.571465,"Avenue Hassan II, Casablanca, Morocco",5,Plumber,
96d50f14-2321-44a0-9132-5c5590b94082,Install water heater,Replace old heater with new electric model.,in progress,33.557035,-7.598254,"Boulevard Zerktouni, Casablanca, Morocco",7,Plumber,
6153d4e9-04e7-4623-be77-4b798270bc47,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.557334,-7.608818,"Boulevard Zerktouni, Casablanca, Morocco",5,Gardener,
ec31ed55-d37f-435b-85bf-51ae1be1c303,Replace light switches,"Need to replace old, broken light switches in all rooms.",in progress,33.568261,-7.598139,"Boulevard Mohamed V, Casablanca, Morocco",5,Electrician,
fe4009a9-2ca0-44ef-8a00-e53388855fb8,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.577821,-7.592698,"Avenue Hassan II, Casablanca, Morocco",7,Electrician,
8371ebf1-e933-4928-aeaa-1db5e9fa0eb5,Tree trimming,Trim three large trees and dispose of branches.,in progress,33.564652,-7.584574,"Avenue des FAR, Casablanca, Morocco",3,Gardener,
3c8345ef-7f30-40b1-9f35-791be4cc8d0f,Fix squeaky floorboards,Tighten or replace squeaky wooden floorboards.,completed,33.56017,-7.572246,"Boulevard Mohamed V, Casablanca, Morocco",6,Joiner,
d9eb2474-b0fc-4cc5-b184-ea331355263c,Door replacement,Replace three interior wooden doors.,in progress,33.590128,-7.60297,"Boulevard Mohamed V, Casablanca, Morocco",6,Joiner,
7228069e-887b-40e5-8cff-bf0fb732efee,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.56907,-7.578057,"Boulevard Mohamed V, Casablanca, Morocco",5,Gardener,
f01675d0-6fa5-4545-ae78-62e0b5d3aad5,Lawn renovation,Reseed front lawn and install edging around flower beds.,completed,33.563351,-7.607987,"Boulevard Mohamed V, Casablanca, Morocco",5,Gardener,
175c415c-a658-4c43-8fc8-ec416ce93315,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.571358,-7.59641,"Avenue des FAR, Casablanca, Morocco",7,Plumber,
7e8c9644-dfa6-432b-bbb0-bc8da83d5d49,Seasonal garden cleanup,"Remove fallen leaves, prune trees, and fertilize soil.",in progress,33.582871,-7.597821,"Boulevard Mohamed V, Casablanca, Morocco",4,Gardener,
657ec4b1-0869-4043-a00d-a10ab3653ce0,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.578483,-7.605496,"Boulevard Zerktouni, Casablanca, Morocco",2,Gardener,
ad8ec1b3-1ba1-4279-b155-ebd2683d2e03,Tree trimming,Trim three large trees and dispose of branches.,completed,33.577973,-7.578857,"Rue de Fès, Casablanca, Morocco",6,Gardener,
24d29956-cfd6-4e8a-8ad8-f70f4bc0a7ed,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.589469,-7.589948,"Rue de Fès, Casablanca, Morocco",1,Plumber,
17ed3b5d-db9a-4763-b80e-b620693578d3,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,completed,33.566739,-7.601213,"Boulevard Mohamed V, Casablanca, Morocco",2,Joiner,
07deac7c-16e2-4c58-8f23-ddae1eae5b88,Fix toilet flush,"Toilet flush not working properly, needs repair.",completed,33.573589,-7.592454,"Boulevard Zerktouni, Casablanca, Morocco",4,Plumber,
09623460-7833-4f31-93bd-668f3f36ada8,Office space cleaning,Clean and sanitize a small office (80 sqm).,completed,33.588621,-7.598541,"Boulevard Zerktouni, Casablanca, Morocco",1,Cleaner,
47344457-58d5-4325-bae9-738c818627b7,Install irrigation system,Set up automatic irrigation for front and backyard.,in progress,33.584398,-7.580307,"Avenue Hassan II, Casablanca, Morocco",5,Gardener,
5d6c731d-41fa-451a-948c-700b00bbd6b7,Kitchen sink clog,Water drains very slowly; needs inspection.,completed,33.557595,-7.585872,"Rue de Fès, Casablanca, Morocco",6,Plumber,
e5cd11ed-570d-4a25-b53a-b97f85c84569,Carpet and upholstery cleaning,Steam clean all carpets and sofas in the house.,in progress,33.569012,-7.582115,"Boulevard Mohamed V, Casablanca, Morocco",6,Cleaner,
11ee55e2-baf3-467b-b159-93fde248d67e,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,completed,33.592382,-7.575571,"Boulevard Mohamed V, Casablanca, Morocco",7,Plumber,
dc9fbf87-9b7b-4a11-859e-7ffec798afbf,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,completed,33.585178,-7.578727,"Avenue des FAR, Casablanca, Morocco",5,Electrician,
f43246e3-16b2-4830-be21-264bba530828,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.574383,-7.581855,"Avenue Hassan II, Casablanca, Morocco",6,Gardener,
495661b2-9810-4dec-901c-dfc9251af711,Post-renovation cleaning,Thorough cleaning needed after house renovations.,in progress,33.562318,-7.601422,"Rue de Fès, Casablanca, Morocco",3,Cleaner,
81fabb58-1384-4d59-ad0e-5ca100b9cf67,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.553578,-7.588834,"Rue de Fès, Casablanca, Morocco",3,Electrician,
51ade9d2-d788-4368-871f-c2837d462ef0,Replace light switches,"Need to replace old, broken light switches in all rooms.",in progress,33.591767,-7.604195,"Rue de Fès, Casablanca, Morocco",4,Electrician,
38dfd1c7-99ce-43e6-b7d4-5cb4d8d3e918,Kitchen sink clog,Water drains very slowly; needs inspection.,completed,33.562113,-7.607576,"Avenue des FAR, Casablanca, Morocco",7,Plumber,
0ba218af-0f7e-4c1f-90fd-4735e4bdbd86,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,completed,33.567891,-7.58862,"Avenue des FAR, Casablanca, Morocco",1,Joiner,
6d169ec1-01a5-4fe3-b99e-2bb55ee32340,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.578325,-7.594418,"Avenue Hassan II, Casablanca, Morocco",5,Electrician,
736c3ac4-8bc3-4a22-9535-f64d036a8751,Install irrigation system,Set up automatic irrigation for front and backyard.,completed,33.582958,-7.589018,"Boulevard Mohamed V, Casablanca, Morocco",5,Gardener,
f62937c5-ac46-4209-92da-0a9c4d02f0b2,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,in progress,33.570547,-7.605891,"Boulevard Zerktouni, Casablanca, Morocco",4,Electrician,
d378cbba-d5b2-4960-91d8-8019db783c44,Door replacement,Replace three interior wooden doors.,in progress,33.562327,-7.570526,"Boulevard Mohamed V, Casablanca, Morocco",2,Joiner,
205b8f17-98c1-4920-9345-521f726181cf,Tree trimming,Trim three large trees and dispose of branches.,completed,33.591161,-7.572811,"Boulevard Mohamed V, Casablanca, Morocco",6,Gardener,
93ee51dc-ced4-445c-bf7e-0449029a57b0,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.590138,-7.592447,"Boulevard Zerktouni, Casablanca, Morocco",1,Electrician,
96cbf06d-c659-4211-abc2-4a5b79618fae,Office space cleaning,Clean and sanitize a small office (80 sqm).,completed,33.568328,-7.573402,"Boulevard Mohamed V, Casablanca, Morocco",5,Cleaner,
6a777436-de04-4ac8-a6a9-c946480422c5,Move-out cleaning,Deep cleaning before handing over apartment.,completed,33.568481,-7.600701,"Boulevard Mohamed V, Casablanca, Morocco",1,Cleaner,
555d7034-2226-4b33-aa17-6a4d8ec6d131,Install ceiling fans,Install two ceiling fans with remote controls.,completed,33.5684,-7.604033,"Boulevard Zerktouni, Casablanca, Morocco",4,Electrician,
c37bb2b2-6280-45b7-8dec-bab3b6b9d72d,Install water heater,Replace old heater with new electric model.,completed,33.591419,-7.601165,"Avenue Hassan II, Casablanca, Morocco",7,Plumber,
9e81722e-2cd8-428a-91d9-aed501cfc7ed,Lawn renovation,Reseed front lawn and install edging around flower beds.,in progress,33.561503,-7.588409,"Rue de Fès, Casablanca, Morocco",1,Gardener,
b0a25d2a-f1df-470d-adc7-e539a4a82527,Move-out cleaning,Deep cleaning before handing over apartment.,completed,33.561265,-7.608441,"Boulevard Zerktouni, Casablanca, Morocco",4,Cleaner,
231c86b7-b696-46fc-beda-cc84c302d969,Carpet and upholstery cleaning,Steam clean all carpets and sofas in the house.,completed,33.562448,-7.578584,"Rue de Fès, Casablanca, Morocco",3,Cleaner,
92ef0287-ecee-4569-9f78-685102acd94c,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,completed,33.591356,-7.597497,"Boulevard Mohamed V, Casablanca, Morocco",1,Joiner,
3118a197-37cc-41d9-8665-c24963f343d7,Bathroom plumbing upgrade,Replace all faucets and pipes in bathroom.,in progress,33.581137,-7.574044,"Boulevard Zerktouni, Casablanca, Morocco",7,Plumber,
395cb5e8-6b3b-4c91-9b08-abe25893a458,Replace light switches,"Need to replace old, broken light switches in all rooms.",in progress,33.56124,-7.60573,"Avenue des FAR, Casablanca, Morocco",6,Electrician,
40a6f4c8-2652-4ee7-aa0f-d7b3d79c7f93,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,completed,33.559808,-7.581287,"Boulevard Mohamed V, Casablanca, Morocco",3,Electrician,
5f13ff4f-e4d1-486b-88f4-9733e3203bfa,Install water heater,Replace old heater with new electric model.,completed,33.567182,-7.580351,"Rue de Fès, Casablanca, Morocco",5,Plumber,
69588637-12c7-4422-91b7-70cf38394cd3,Install water heater,Replace old heater with new electric model.,completed,33.580698,-7.578925,"Rue de Fès, Casablanca, Morocco",5,Plumber,
10c8b60f-d726-435f-bcf7-77cda685acd9,Install ceiling fans,Install two ceiling fans with remote controls.,in progress,33.568567,-7.601405,"Avenue Hassan II, Casablanca, Morocco",7,Electrician,
18192f2b-4c33-4aa0-9bf7-e83ae998a391,Tree trimming,Trim three large trees and dispose of branches.,in progress,33.573465,-7.57395,"Avenue des FAR, Casablanca, Morocco",5,Gardener,
8ce1aaef-710b-4501-90f0-fe3830ca25a7,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,in progress,33.585202,-7.580013,"Boulevard Mohamed V, Casablanca, Morocco",2,Joiner,
79bf34fe-3cad-49c1-bf48-c43265115471,Home rewiring,Full rewiring of a 3-bedroom house due to outdated electrical system.,in progress,33.562605,-7.599836,"Boulevard Mohamed V, Casablanca, Morocco",3,Electrician,
4eaadb29-6c1e-40a2-8871-56d99f3d51de,Assemble wardrobe,Assemble a 3-door IKEA PAX wardrobe.,in progress,33.568886,-7.605536,"Boulevard Zerktouni, Casablanca, Morocco",7,Joiner,
1cb4f683-723b-4059-a626-f8850356ff0e,Fix outdoor lighting,Repair malfunctioning garden lights and check wiring.,in progress,33.560658,-7.577194,"Avenue Hassan II, Casablanca, Morocco",3,Electrician,
db425366-c248-464e-b2bc-3e029bec8982,Custom bookshelf installation,Build and install a wooden bookshelf wall unit.,in progress,33.580634,-7.585696,"Avenue Hassan II, Casablanca, Morocco",5,Joiner,
79d40cd8-c54f-486c-892d-33d87f09fbf2,Tree trimming,Trim three large trees and dispose of branches.,in progress,33.57854,-7.597206,"Boulevard Mohamed V, Casablanca, Morocco",4,Gardener,
