$id,newPrice,serviceApplication,serviceTask
febee2e5-758d-4f26-94da-2acd81cd0dab,251.84,c34ad728-3487-4d70-b51b-6e4c18bcfdd5,1c33a8cf-adb2-4001-9440-c8234eab9bc6
dbe1e347-aa06-4813-b643-57026a9318ef,141.01,48244a72-609b-4900-aa87-7cc61858aafc,95685390-33d6-45c8-83d6-a422a7c65258
86dbc257-646b-4cdb-b185-b83833a99a96,168.71,6fbf86bc-7e79-4a05-8854-91a3d4cf7825,95685390-33d6-45c8-83d6-a422a7c65258
d5697096-be8e-4394-9f52-bfc311ab6d9a,86.91,6fbf86bc-7e79-4a05-8854-91a3d4cf7825,b979ac2a-4aec-403a-9465-4ac5e4abeb58
046cfb59-5353-4db9-b82b-e12a02ed29d6,186.29,2ed3475f-bd31-486d-a5ad-72d616c6bcef,3a40351f-47d5-4072-9790-7b985e06f2b6
7869aba9-679f-4c27-912a-f25cb7fd057a,48.02,e6ebe1a6-7eb8-433e-8321-3fe3e6edace4,329a50bb-46b9-4d31-86b0-035b3db0f3bc
0c74e318-1d68-4ce3-a198-621fc65a0dcf,223.65,e6ebe1a6-7eb8-433e-8321-3fe3e6edace4,3a40351f-47d5-4072-9790-7b985e06f2b6
96884531-3d8e-4e08-b67d-5001b1365418,180.2,0ae97ce4-8105-40e9-a833-bf29012d0bed,a9c7afb0-99d2-463f-91e3-51c9f3677469
50cf8d46-1feb-4a43-8627-de30407543ad,112.79,0ae97ce4-8105-40e9-a833-bf29012d0bed,c1c812f1-e45d-416b-b5e3-b1f6180e8839
f01ef549-8204-4294-bdcb-5a9c9b046e94,115.66,1b123f16-56ef-45c5-9363-86aecd33b176,c1c812f1-e45d-416b-b5e3-b1f6180e8839
f542d446-182c-4387-afba-5f98551f25f6,182.29,1b123f16-56ef-45c5-9363-86aecd33b176,a9727ef0-87e5-4e52-8d34-00da27ef8119
45b8f554-d94b-4feb-8773-662577905bfc,186.16,1b123f16-56ef-45c5-9363-86aecd33b176,a9c7afb0-99d2-463f-91e3-51c9f3677469
80fa4422-6cbc-4d6e-a8bd-4b1b5dee2c76,262.11,a701dc7a-04b3-479b-9c7d-5ed3faa3947a,762e4389-bdf6-4f75-a4d3-8d891d93710a
0cdf950f-0492-46a3-8666-5dc5d3e722e7,201.79,915d6133-64eb-46a4-94a3-e340f2672dc9,762e4389-bdf6-4f75-a4d3-8d891d93710a
1a7cac29-ad3b-471a-8e00-3a5856ef2c6b,267.58,915d6133-64eb-46a4-94a3-e340f2672dc9,21639406-174d-4eab-b200-f2148c7d5cea
23c263ee-5001-4199-9445-092856b045d2,50.84,7ebe2812-29e6-47e3-a54d-3e3531739b66,bdc93a91-f11a-4206-bae0-a6938ed149b0
ba35e136-f29a-4a96-a45f-ba560f6ffaf3,103.71,7ebe2812-29e6-47e3-a54d-3e3531739b66,f0e47334-4037-47e2-abc6-dc8bccca00b3
e70e4ddd-88b1-49dd-a929-18a21013789f,123.52,8177ae65-b610-4b60-98a8-9d46c01e9740,f0e47334-4037-47e2-abc6-dc8bccca00b3
12e2dc95-d375-4364-8b94-e68796daf4a6,302.57,1aeebc85-a376-4f88-b374-368493710b72,065a50ac-3102-43ca-b83a-c4907b6c092e
29f9fee3-c836-48a4-aac1-57cc2f6b3257,219.38,1aeebc85-a376-4f88-b374-368493710b72,81c5614c-f4c4-4657-a985-10947e0658e8
a4a1a732-e811-49e4-b710-2bf9d7e2d3d9,258.79,ec2da652-0342-4c3e-a2ab-926ed9c33d78,81c5614c-f4c4-4657-a985-10947e0658e8
03cbdf72-206c-4f2d-8f2b-0fb5baaa6592,308.45,ec2da652-0342-4c3e-a2ab-926ed9c33d78,065a50ac-3102-43ca-b83a-c4907b6c092e
54119ef7-92dc-4872-b706-7732fcd6179f,58.1,25b5edcf-d33b-4c8f-8a5f-f1efdc7c6bf7,7d777e77-a572-489b-9690-f1bc1ecc5bcb
7bc9f3c2-a423-490c-b580-f8057d1d11bd,179.41,25b5edcf-d33b-4c8f-8a5f-f1efdc7c6bf7,22b81a0c-1c15-49e9-bcb3-0db738e9541e
2af99c8c-8a6f-4b6e-897b-74de0572d687,72.05,430ae8e8-0605-4398-bc55-76d0745d8122,7d777e77-a572-489b-9690-f1bc1ecc5bcb
6d81b2ee-fe46-45cc-a0ea-ee9a994a316d,71.93,5df60267-94c3-40bc-9327-3a99ad6f1276,77ad2b8c-97ba-45f1-85d6-56f2b1c87a8c
4d1a32bd-5a58-4349-a291-35eb8072f666,135.58,a410f2cf-a881-4ba6-8f22-e283682d8f31,c99d1166-a39a-42b7-83dd-fdc1c20d03e3
493f103d-42be-451d-a06b-9bfdb0d8c36b,65.42,a410f2cf-a881-4ba6-8f22-e283682d8f31,77ad2b8c-97ba-45f1-85d6-56f2b1c87a8c
2bfa8a99-b501-4369-b193-8501d36ac5e3,154.04,f5b20534-0e6e-436c-81ff-0fd8d83cdcf7,6b2b080c-8285-4810-b3a5-c788d7ac0725
f27c291b-b20e-41c1-ac3e-7b99bdbb6c76,132.16,5a86d88f-12b0-45df-844e-c3e0dc13ee01,6b2b080c-8285-4810-b3a5-c788d7ac0725
090289e3-9b7e-4870-859a-5023b9e2b5f7,91.7,5a86d88f-12b0-45df-844e-c3e0dc13ee01,a5fc2811-f4b4-4aac-8ef8-8f6a242f23d3
a4509c26-3078-4800-922a-250cebc477fa,273.65,5a86d88f-12b0-45df-844e-c3e0dc13ee01,7ed3f964-ac5d-40d2-8ae2-ce79d947a1d4
23341444-1aff-4339-a740-b3df23b4bd10,197.88,cbd541a4-63d8-4be5-b000-87584d0372e3,150706da-c711-4192-a1e0-bb1e3fb0679c
166930b8-2ce0-4735-8a03-a68604548294,106.93,cbd541a4-63d8-4be5-b000-87584d0372e3,d03120bf-7b4f-4ac0-8878-f7fb9190db7f
2a4dd8d7-f376-4f9c-a172-cea05d675c3c,145.92,5182c879-e01f-4c2a-80ae-f9b62e900b7a,d03120bf-7b4f-4ac0-8878-f7fb9190db7f
bada6765-8ed7-4b91-bb0a-d31e4a64754c,108.64,f900c3c0-3d1d-4f78-98f5-85d951e455dd,960748ca-6609-417d-b7d6-a749245161c8
b2fe2a90-cefa-4600-a3e9-59f6a39636af,71.63,f900c3c0-3d1d-4f78-98f5-85d951e455dd,6b99d6ed-66cf-4051-8c0e-30183954131b
a3e20ecf-131c-44b1-8ca7-a9b8fa7d6744,94.46,73928beb-6a9d-48b2-a682-28922879aa47,6b99d6ed-66cf-4051-8c0e-30183954131b
bad42d39-5b36-4928-a89c-32bbccb7f0dd,114.65,73928beb-6a9d-48b2-a682-28922879aa47,960748ca-6609-417d-b7d6-a749245161c8
f967933c-3677-4596-8469-e596111d28f2,184.86,26055e26-964d-4d3f-840e-c84f5dcfce3c,b26b804c-7d3c-4097-b26c-b06539c1b184
21f2e124-3692-4b75-9056-f1b65f0299cd,180.78,6210bc28-409b-4192-93e3-8239672df8cf,b26b804c-7d3c-4097-b26c-b06539c1b184
c161a0c1-0623-4c0c-8972-77550f157d29,133.45,6210bc28-409b-4192-93e3-8239672df8cf,fe239640-134f-4dd9-b009-7bb22e0c6a2a
7bd4aeeb-2322-493c-9002-f1ce5a0ae77e,54.06,964ddd22-e97d-45f6-8deb-6ac20b88269b,700c4c6d-df39-4157-9008-8b70405d55d7
e1382c90-c779-41fd-a187-fe8c89028b4c,60.99,9d17269e-f57e-4277-9fa9-ff9e7f3a255f,700c4c6d-df39-4157-9008-8b70405d55d7
26fef364-a269-493b-87d0-795c2f82abbc,83.0,2f444d68-0b11-4694-8642-b2e09e9803fb,ca3e4f79-e988-4c83-af7f-539d27400889
b475a7ca-dc6c-45d4-bef5-93dace225795,83.33,2eba636e-76b9-40db-bb1e-e260d4a75951,ca3e4f79-e988-4c83-af7f-539d27400889
9cfd7d3a-6559-44fc-b662-c3747e128eca,67.35,23f7ca6b-4370-4a23-9830-8229b85ec185,b14fa384-fb75-4e10-a5e9-01da795465fa
1cc4f976-2471-419c-ba46-1aa57436cbc4,173.19,e28df682-0b2f-45b8-8783-b65a4bc9de24,ed4a1adb-1740-4f8d-a322-4fd54db294b0
4c6cb6f0-7bc9-425b-a5fd-07cea966ef52,69.99,e28df682-0b2f-45b8-8783-b65a4bc9de24,b14fa384-fb75-4e10-a5e9-01da795465fa
6c5d9115-ddaa-4405-b8a0-595ec3bda371,201.87,cb00d69a-6309-445e-8f44-3fa8470c66dd,9346e867-b109-4ea9-9485-c84d79b625e3
18283624-1424-443e-8446-31a82b0b1a22,109.47,cb00d69a-6309-445e-8f44-3fa8470c66dd,edb01146-bd6f-4a0e-b238-ccca512e9ec6
258913bf-e402-43fd-a113-6b72280b49eb,274.82,2d9ae750-52f1-47cc-8ff4-6ca934fd1d24,9346e867-b109-4ea9-9485-c84d79b625e3
b6a50b8e-49e9-46a7-806c-480cd28552e6,106.76,2d9ae750-52f1-47cc-8ff4-6ca934fd1d24,edb01146-bd6f-4a0e-b238-ccca512e9ec6
ad370e1f-6e03-4dbd-9bcb-5234fc9fdcee,236.57,2d9ae750-52f1-47cc-8ff4-6ca934fd1d24,df0cf654-38c2-4c4c-b3fe-f109a82be2f8
a3fa8ee2-7371-496a-81f5-f2f860aea011,172.47,877dcb61-feaa-45d4-b248-06e9aedae23e,5975cc93-7c14-4df0-aa65-5731908d02d2
062bf591-99e3-43d3-a2bc-47363d8daedc,73.24,877dcb61-feaa-45d4-b248-06e9aedae23e,ba56ab43-dabe-4aff-9186-eab35a57ae7a
99b103df-5a97-4805-88bc-f2d4ecf691cb,202.45,4097539f-d650-452b-8afb-d1c51bc9a29b,5975cc93-7c14-4df0-aa65-5731908d02d2
4f194988-e853-480b-bf6d-063fa7d831b4,253.49,91b2c556-2415-426b-a698-32b5d693b24a,d74d732c-d4d2-4220-baaa-64a992e20390
7ab96052-555d-4a87-b5ef-1aa4fc873228,95.32,91b2c556-2415-426b-a698-32b5d693b24a,5bc23c68-0c5c-4660-8fd9-eac9e1308429
ee61130a-4597-4a0f-8de4-d87990347fa4,79.25,a7f31883-e8d2-458f-8d2c-78ecfe9dcdf2,5bc23c68-0c5c-4660-8fd9-eac9e1308429
c546bb4e-5626-404d-8a44-cef7f852cb8d,225.37,81b111b8-f9ac-4a78-9c35-0d6a55a09fd3,ffd6e058-0261-4d1d-aef1-ba4e3ad34087
ae0d5bad-70b9-4685-895c-36b9fa0ad007,181.03,db69b6f7-b1d8-4345-b459-d9250e9589cf,83a7ecf3-9182-4438-bdb6-d4b18e19dc23
68995559-6def-4c33-ae15-0fd1e005bf7a,109.61,2ca5d309-91fa-47b6-a36d-9cf1a7aba64f,c6edd9be-7601-4f80-98d0-2af9bc3c9496
ce27668d-e337-4760-9243-8ce6bf6ff828,159.16,2ca5d309-91fa-47b6-a36d-9cf1a7aba64f,ff183692-6166-4828-b0c5-c66a86c56179
1be12cf9-8ac6-4f12-bd83-893b6a530381,189.14,e6e854da-c439-41f1-881d-3b4b5ef83430,ff183692-6166-4828-b0c5-c66a86c56179
cdfca6fb-6689-4cae-b6f7-39b1cc7b0c3f,145.31,1d81a5e4-f636-4b7f-98eb-14efa00fb44b,94110695-cc8a-4dd3-8c4c-098f8d2ccabc
4f35cc4a-394d-4553-bd57-b71f4864de51,231.99,1d81a5e4-f636-4b7f-98eb-14efa00fb44b,1ec974f0-e988-4ee8-9960-b8f13323d638
883e6bed-6132-4318-ab6b-742434e50e6f,234.02,069aec6d-a264-4d4e-8d70-db17d155a68d,1ec974f0-e988-4ee8-9960-b8f13323d638
8cf3de2a-1a3d-4c5e-917d-bf9338b1f87e,137.95,069aec6d-a264-4d4e-8d70-db17d155a68d,94110695-cc8a-4dd3-8c4c-098f8d2ccabc
5cd4d8ed-3abc-43c4-9886-8f7a85fae5f7,219.19,1a9d6757-48cf-46b1-a25e-8df040250dc4,5f589004-0c49-44d8-95db-3f6b34034690
b3d5fcb7-0fac-4604-afb4-57f5b5d03bef,85.01,1a9d6757-48cf-46b1-a25e-8df040250dc4,e2022135-cddc-4c76-8722-1374e00c7d11
7c1ee8e5-1a6f-4d9b-a023-441f4c8d160b,76.03,209c2e07-7255-4ff6-9864-9081de4b08d3,e2022135-cddc-4c76-8722-1374e00c7d11
3bfdfad3-6d40-4c0a-95fe-0e424a7cfaaa,236.97,a8c8b715-c38d-4ddb-80b2-1dd3d62a90c5,d189a178-7ba0-4dff-8eba-465c471fb063
f951b384-fc11-4d58-8c22-23ac59af2489,182.01,feaaecd3-f8a9-4850-81f9-77afb3d6aea6,d189a178-7ba0-4dff-8eba-465c471fb063
2e74d03b-ed27-42de-8631-a43553eadbab,123.31,bb09fbfc-7d18-4522-9c29-d31bc8d102e6,7d2d85d2-60cc-4da9-9d83-28b92872ef04
b3f71859-c64d-4f0b-b6ae-5877561893af,157.71,bb09fbfc-7d18-4522-9c29-d31bc8d102e6,aa5a314c-d9e5-4f89-bda1-e0a2361b86e7
175ad789-1e65-47a9-b4ae-fb68efbbaec9,96.32,3a78220c-75ca-470f-ac91-f26e678f24c9,7d2d85d2-60cc-4da9-9d83-28b92872ef04
00f766f7-1447-4190-aaa3-9af9f2501d0a,211.18,424605fb-dd57-45dc-94b7-28a242329ea9,83118241-923b-4fff-92de-5876eb553588
ab3c6738-6fce-4101-9680-00e1641f17af,130.35,2ba7534c-840b-4874-ae77-cc4c274b778b,18f71bce-183f-4ee6-9bef-2e2a6b6e7abc
0ff6fcd2-6fab-4066-b998-52f88b55e44d,68.3,0a385fcd-dea4-41f9-b6a2-78bf7474bc36,83be5906-add9-464e-8e5c-371f9f9ba19b
a1323c51-352c-4ea6-8a5a-9385f3f0cd96,212.47,0a385fcd-dea4-41f9-b6a2-78bf7474bc36,9826e5f9-0ed2-48ba-b3b2-5106e0090f70
eea5fcfb-0a16-4983-8201-119cc73f0071,187.58,267507a8-20ab-4589-8ad9-44d66ba4aa83,9826e5f9-0ed2-48ba-b3b2-5106e0090f70
63b83c15-fda5-4cf9-bbc8-cb8d4285c906,59.95,267507a8-20ab-4589-8ad9-44d66ba4aa83,83be5906-add9-464e-8e5c-371f9f9ba19b
7389bf35-77d6-40d2-8f21-e38f5947de4a,205.83,b22889c0-6d62-4b48-934c-49f5f811260c,b1e14b73-316c-41a7-8845-3a4a82d47c91
2f5f6bc9-dd9c-4fe2-93fb-3fa2de3d6894,185.89,aa098ded-4de6-43b5-af30-65ec37824f04,b1e14b73-316c-41a7-8845-3a4a82d47c91
fb71f49d-e087-4e24-8724-4f2fc0552068,161.03,aa098ded-4de6-43b5-af30-65ec37824f04,183ed1aa-22b3-4a23-a3c7-536fd6f78aa4
5743bf70-4bbc-41e1-a106-aef532bbec5a,200.8,6804de24-c045-44c2-bce7-05f154817403,49685c7a-9fb8-446d-a7f7-71a7aca19666
7d3e2b05-f413-4825-9894-43f2d37b147b,129.41,076005b6-f4a4-4309-8b12-f20539f40ec9,341d7ea1-ab8c-4f5e-95db-278bc2769e1b
ddb63c18-19c3-4eec-afdc-e897e2d413a5,186.32,076005b6-f4a4-4309-8b12-f20539f40ec9,49685c7a-9fb8-446d-a7f7-71a7aca19666
55cedc35-e530-44e7-85e3-7ceeec557c5e,123.47,076005b6-f4a4-4309-8b12-f20539f40ec9,ca1f2b1f-9fb9-4a19-838c-50a997add112
ce30a353-e3ed-4221-a7ed-8ebc9c8b0d0e,75.28,7b186f25-e9fa-4619-b9ce-672ecc424dd4,28506ed1-694c-4fe8-b519-1ba8c100e0cd
0eda4ce5-2fb4-4ae9-b0a6-2fd2ffc57f14,111.64,7b186f25-e9fa-4619-b9ce-672ecc424dd4,3b34679d-da29-4ac3-9005-b62358128262
d194fbb3-bd03-403c-9015-bf5aa4253fd6,70.67,d77fcaf4-d32c-40c4-afe5-5224d8c696a6,28506ed1-694c-4fe8-b519-1ba8c100e0cd
a83c29c6-e13e-43c9-940b-32cc96502fcd,185.41,eefbfb94-733b-4e20-b56b-ce9e72e9f48c,41aa09cd-6996-4753-bcd3-54bdc7f921ae
87b2d4a5-5e92-4de4-b416-35ed7e1a89f1,156.07,69073fb4-4d68-4739-a81a-dede05086b25,41aa09cd-6996-4753-bcd3-54bdc7f921ae
8e9fb73e-0e83-47f6-a0ec-a47831d1bac4,161.99,1b22a528-af46-4a19-be8c-6807676d390d,419cbc6f-ff43-4b1d-ae37-e5696fc8a362
a2c61c9e-2d99-4de8-afe6-8fe824ff228a,93.77,1b22a528-af46-4a19-be8c-6807676d390d,da67d9f8-cb93-4dbc-9200-b1325cac41b3
714f1302-3f7c-4cf0-acf0-815c6f67121b,163.91,4a478063-419a-4d35-b6d1-e128d59cbdef,419cbc6f-ff43-4b1d-ae37-e5696fc8a362
2315e9c7-43ce-4092-ab9e-c8137b40339f,138.7,6751aaf6-ab3d-44aa-9d7c-f7e6dc84b9d2,a528bfad-2b8a-4808-a34b-74ffe26e4842
ebb98c34-c688-4bd8-b26b-55c9f8873b7d,66.16,6751aaf6-ab3d-44aa-9d7c-f7e6dc84b9d2,b35eef03-b815-46ba-9c80-00ad1b131ae3
16eeb5d5-a19f-4060-a3bf-65c44fec5738,129.19,6751aaf6-ab3d-44aa-9d7c-f7e6dc84b9d2,faf7c3be-e77c-49d9-9822-a48bfb8cfa2f
