$id,message,startDate,status,newDuration,artisan,client,serviceRequest
e6ebe1a6-7eb8-433e-8321-3fe3e6edace4,"Hi, I have experience with electrician work and can help with this task.",2025-07-03T20:49:48.991720,refused,5,,,fa9340ba-77f9-42cd-b44c-37a251240c48
0ae97ce4-8105-40e9-a833-bf29012d0bed,"Hi, I have experience with joiner work and can help with this task.",2025-07-12T20:49:48.991840,accepted,3,,,d6e95e89-bef1-4d5c-90cb-d6060785973e
1b123f16-56ef-45c5-9363-86aecd33b176,"Hi, I have experience with joiner work and can help with this task.",2025-07-10T20:49:48.991910,refused,2,,,d6e95e89-bef1-4d5c-90cb-d6060785973e
a701dc7a-04b3-479b-9c7d-5ed3faa3947a,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.992060,accepted,3,,,ab47bcd2-95f3-4d27-a0a7-f6ee79e8d4a4
915d6133-64eb-46a4-94a3-e340f2672dc9,"Hi, I have experience with electrician work and can help with this task.",2025-07-09T20:49:48.992099,refused,3,,,ab47bcd2-95f3-4d27-a0a7-f6ee79e8d4a4
7ebe2812-29e6-47e3-a54d-3e3531739b66,"Hi, I have experience with plumber work and can help with this task.",2025-07-13T20:49:48.992197,accepted,6,,,e00df79c-3fbb-44c0-95db-bb00657f9384
8177ae65-b610-4b60-98a8-9d46c01e9740,"Hi, I have experience with plumber work and can help with this task.",2025-07-08T20:49:48.992258,refused,7,,,e00df79c-3fbb-44c0-95db-bb00657f9384
1aeebc85-a376-4f88-b374-368493710b72,"Hi, I have experience with cleaner work and can help with this task.",2025-07-04T20:49:48.992327,accepted,9,,,f8b6296d-2908-4dfe-ba03-f6cd50a63dc5
ec2da652-0342-4c3e-a2ab-926ed9c33d78,"Hi, I have experience with cleaner work and can help with this task.",2025-07-09T20:49:48.992357,refused,9,,,f8b6296d-2908-4dfe-ba03-f6cd50a63dc5
25b5edcf-d33b-4c8f-8a5f-f1efdc7c6bf7,"Hi, I have experience with cleaner work and can help with this task.",2025-07-13T20:49:48.992448,accepted,6,,,f50a7a2f-3ac7-47b0-8e54-e2fa9fd81e19
430ae8e8-0605-4398-bc55-76d0745d8122,"Hi, I have experience with cleaner work and can help with this task.",2025-07-11T20:49:48.992493,refused,5,,,f50a7a2f-3ac7-47b0-8e54-e2fa9fd81e19
5df60267-94c3-40bc-9327-3a99ad6f1276,"Hi, I have experience with cleaner work and can help with this task.",2025-07-04T20:49:48.992740,accepted,4,,,67f63326-eaf2-4423-92b7-1513e11bf40a
a410f2cf-a881-4ba6-8f22-e283682d8f31,"Hi, I have experience with cleaner work and can help with this task.",2025-07-11T20:49:48.992797,refused,4,,,67f63326-eaf2-4423-92b7-1513e11bf40a
f5b20534-0e6e-436c-81ff-0fd8d83cdcf7,"Hi, I have experience with electrician work and can help with this task.",2025-07-04T20:49:48.992917,accepted,1,,,8a40bc73-7ac1-417e-a76c-d4f21d60fc0d
5a86d88f-12b0-45df-844e-c3e0dc13ee01,"Hi, I have experience with electrician work and can help with this task.",2025-07-06T20:49:48.992947,refused,2,,,8a40bc73-7ac1-417e-a76c-d4f21d60fc0d
cbd541a4-63d8-4be5-b000-87584d0372e3,"Hi, I have experience with cleaner work and can help with this task.",2025-07-07T20:49:48.993135,accepted,7,,,a3c0a69f-5254-46cf-be55-ec09673f1a44
5182c879-e01f-4c2a-80ae-f9b62e900b7a,"Hi, I have experience with cleaner work and can help with this task.",2025-07-12T20:49:48.993182,refused,6,,,a3c0a69f-5254-46cf-be55-ec09673f1a44
f900c3c0-3d1d-4f78-98f5-85d951e455dd,"Hi, I have experience with gardener work and can help with this task.",2025-07-03T20:49:48.993260,accepted,5,,,f894159f-9a49-422a-b074-33dc4c606b7e
73928beb-6a9d-48b2-a682-28922879aa47,"Hi, I have experience with gardener work and can help with this task.",2025-07-05T20:49:48.993292,refused,5,,,f894159f-9a49-422a-b074-33dc4c606b7e
26055e26-964d-4d3f-840e-c84f5dcfce3c,"Hi, I have experience with plumber work and can help with this task.",2025-07-04T20:49:48.993361,accepted,3,,,92f3dbcc-812b-4007-a984-258d0573e20f
6210bc28-409b-4192-93e3-8239672df8cf,"Hi, I have experience with plumber work and can help with this task.",2025-07-11T20:49:48.993391,refused,4,,,92f3dbcc-812b-4007-a984-258d0573e20f
964ddd22-e97d-45f6-8deb-6ac20b88269b,"Hi, I have experience with joiner work and can help with this task.",2025-07-11T20:49:48.993461,accepted,1,,,f48eec76-785c-4187-9def-f7a820562d02
9d17269e-f57e-4277-9fa9-ff9e7f3a255f,"Hi, I have experience with joiner work and can help with this task.",2025-07-11T20:49:48.993485,refused,2,,,f48eec76-785c-4187-9def-f7a820562d02
2f444d68-0b11-4694-8642-b2e09e9803fb,"Hi, I have experience with electrician work and can help with this task.",2025-07-04T20:49:48.993542,accepted,4,,,55f8a283-457d-4e98-a071-4c71bb252e32
2eba636e-76b9-40db-bb1e-e260d4a75951,"Hi, I have experience with electrician work and can help with this task.",2025-07-05T20:49:48.993579,refused,4,,,55f8a283-457d-4e98-a071-4c71bb252e32
23f7ca6b-4370-4a23-9830-8229b85ec185,"Hi, I have experience with gardener work and can help with this task.",2025-07-04T20:49:48.993703,accepted,5,,,9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9
e28df682-0b2f-45b8-8783-b65a4bc9de24,"Hi, I have experience with gardener work and can help with this task.",2025-07-03T20:49:48.993728,refused,3,,,9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9
cb00d69a-6309-445e-8f44-3fa8470c66dd,"Hi, I have experience with plumber work and can help with this task.",2025-07-09T20:49:48.993830,accepted,2,,,47d71098-9464-43f7-847a-532e7c751cf1
2d9ae750-52f1-47cc-8ff4-6ca934fd1d24,"Hi, I have experience with plumber work and can help with this task.",2025-07-04T20:49:48.993863,refused,3,,,47d71098-9464-43f7-847a-532e7c751cf1
877dcb61-feaa-45d4-b248-06e9aedae23e,"Hi, I have experience with electrician work and can help with this task.",2025-07-06T20:49:48.993936,accepted,1,,,3c856076-bfc4-4f31-aa5a-82680e21af40
4097539f-d650-452b-8afb-d1c51bc9a29b,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.993966,refused,1,,,3c856076-bfc4-4f31-aa5a-82680e21af40
91b2c556-2415-426b-a698-32b5d693b24a,"Hi, I have experience with plumber work and can help with this task.",2025-07-03T20:49:48.994021,accepted,7,,,e1eba165-98b9-45bc-81db-7a57a55c6148
a7f31883-e8d2-458f-8d2c-78ecfe9dcdf2,"Hi, I have experience with plumber work and can help with this task.",2025-07-12T20:49:48.994059,refused,9,,,e1eba165-98b9-45bc-81db-7a57a55c6148
81b111b8-f9ac-4a78-9c35-0d6a55a09fd3,"Hi, I have experience with cleaner work and can help with this task.",2025-07-07T20:49:48.994146,accepted,6,,,380f2cc3-b972-48da-86ee-ee2a74a4106c
db69b6f7-b1d8-4345-b459-d9250e9589cf,"Hi, I have experience with cleaner work and can help with this task.",2025-07-11T20:49:48.994194,refused,5,,,380f2cc3-b972-48da-86ee-ee2a74a4106c
2ca5d309-91fa-47b6-a36d-9cf1a7aba64f,"Hi, I have experience with joiner work and can help with this task.",2025-07-11T20:49:48.994292,accepted,2,,,61a973e4-3389-4a7a-a375-bfc0c700f01e
e6e854da-c439-41f1-881d-3b4b5ef83430,"Hi, I have experience with joiner work and can help with this task.",2025-07-10T20:49:48.994325,refused,4,,,61a973e4-3389-4a7a-a375-bfc0c700f01e
1d81a5e4-f636-4b7f-98eb-14efa00fb44b,"Hi, I have experience with gardener work and can help with this task.",2025-07-03T20:49:48.994384,accepted,4,,,7ab4365a-fa77-411f-8570-433b49eb9d8a
069aec6d-a264-4d4e-8d70-db17d155a68d,"Hi, I have experience with gardener work and can help with this task.",2025-07-10T20:49:48.994415,refused,7,,,7ab4365a-fa77-411f-8570-433b49eb9d8a
1a9d6757-48cf-46b1-a25e-8df040250dc4,"Hi, I have experience with plumber work and can help with this task.",2025-07-13T20:49:48.994480,accepted,1,,,6586c187-3584-4912-93ee-7a94c2311ddf
209c2e07-7255-4ff6-9864-9081de4b08d3,"Hi, I have experience with plumber work and can help with this task.",2025-07-09T20:49:48.994512,refused,3,,,6586c187-3584-4912-93ee-7a94c2311ddf
a8c8b715-c38d-4ddb-80b2-1dd3d62a90c5,"Hi, I have experience with joiner work and can help with this task.",2025-07-08T20:49:48.994570,accepted,5,,,89ac8a47-50f5-411b-bb68-e029078f9e60
feaaecd3-f8a9-4850-81f9-77afb3d6aea6,"Hi, I have experience with joiner work and can help with this task.",2025-07-11T20:49:48.994592,refused,5,,,89ac8a47-50f5-411b-bb68-e029078f9e60
bb09fbfc-7d18-4522-9c29-d31bc8d102e6,"Hi, I have experience with cleaner work and can help with this task.",2025-07-09T20:49:48.994651,accepted,3,,,a79cf624-9561-4b03-bd87-929485173037
3a78220c-75ca-470f-ac91-f26e678f24c9,"Hi, I have experience with cleaner work and can help with this task.",2025-07-13T20:49:48.994706,refused,2,,,a79cf624-9561-4b03-bd87-929485173037
424605fb-dd57-45dc-94b7-28a242329ea9,"Hi, I have experience with electrician work and can help with this task.",2025-07-04T20:49:48.994763,accepted,1,,,20db622c-dda4-4b0a-a8da-fe6eae1e6431
2ba7534c-840b-4874-ae77-cc4c274b778b,"Hi, I have experience with electrician work and can help with this task.",2025-07-11T20:49:48.994790,refused,1,,,20db622c-dda4-4b0a-a8da-fe6eae1e6431
0a385fcd-dea4-41f9-b6a2-78bf7474bc36,"Hi, I have experience with electrician work and can help with this task.",2025-07-10T20:49:48.994847,accepted,1,,,5b802a21-44af-4201-813e-dee5b0535e3e
267507a8-20ab-4589-8ad9-44d66ba4aa83,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.994876,refused,2,,,5b802a21-44af-4201-813e-dee5b0535e3e
b22889c0-6d62-4b48-934c-49f5f811260c,"Hi, I have experience with electrician work and can help with this task.",2025-07-10T20:49:48.994937,accepted,1,,,27616c8f-ff15-4c24-b497-af3acb47f656
aa098ded-4de6-43b5-af30-65ec37824f04,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.994960,refused,3,,,27616c8f-ff15-4c24-b497-af3acb47f656
6804de24-c045-44c2-bce7-05f154817403,"Hi, I have experience with electrician work and can help with this task.",2025-07-06T20:49:48.995031,accepted,2,,,bc9ffa3e-fcca-4e10-9826-56100994465f
076005b6-f4a4-4309-8b12-f20539f40ec9,"Hi, I have experience with electrician work and can help with this task.",2025-07-12T20:49:48.995055,refused,1,,,bc9ffa3e-fcca-4e10-9826-56100994465f
7b186f25-e9fa-4619-b9ce-672ecc424dd4,"Hi, I have experience with cleaner work and can help with this task.",2025-07-08T20:49:48.995142,accepted,2,,,b95507f3-5548-4667-8ed1-f3abf0ddef57
d77fcaf4-d32c-40c4-afe5-5224d8c696a6,"Hi, I have experience with cleaner work and can help with this task.",2025-07-09T20:49:48.995202,refused,4,,,b95507f3-5548-4667-8ed1-f3abf0ddef57
eefbfb94-733b-4e20-b56b-ce9e72e9f48c,"Hi, I have experience with gardener work and can help with this task.",2025-07-04T20:49:48.995288,accepted,4,,,76cefc03-3bd8-4e97-a2b2-2ebc65665b35
69073fb4-4d68-4739-a81a-dede05086b25,"Hi, I have experience with gardener work and can help with this task.",2025-07-07T20:49:48.995344,refused,3,,,76cefc03-3bd8-4e97-a2b2-2ebc65665b35
1b22a528-af46-4a19-be8c-6807676d390d,"Hi, I have experience with joiner work and can help with this task.",2025-07-12T20:49:48.995440,accepted,8,,,6256a15d-1783-48fc-b653-78097773b5ae
4a478063-419a-4d35-b6d1-e128d59cbdef,"Hi, I have experience with joiner work and can help with this task.",2025-07-10T20:49:48.995469,refused,8,,,6256a15d-1783-48fc-b653-78097773b5ae
6751aaf6-ab3d-44aa-9d7c-f7e6dc84b9d2,"Hi, I have experience with cleaner work and can help with this task.",2025-07-11T20:49:48.995553,accepted,3,,,2593763a-4752-41b1-b5b6-7fdbc447aa97
15638803-d959-4379-9907-48903b59757a,"Hi, I have experience with cleaner work and can help with this task.",2025-07-12T20:49:48.995590,refused,5,,,2593763a-4752-41b1-b5b6-7fdbc447aa97
6667e14c-cdc4-4583-8a9f-aa5cdc2676f0,"Hi, I have experience with joiner work and can help with this task.",2025-07-06T20:49:48.995654,accepted,2,,,4a9d736c-c47c-4237-95b8-0fa93df9bb29
ea9d8151-9db4-44d6-9932-77cb107754e5,"Hi, I have experience with joiner work and can help with this task.",2025-07-05T20:49:48.995674,refused,3,,,4a9d736c-c47c-4237-95b8-0fa93df9bb29
197237d2-798e-427c-b376-3e976ef5e464,"Hi, I have experience with cleaner work and can help with this task.",2025-07-04T20:49:48.995752,accepted,6,,,5686360b-9ef0-4b30-8e8b-cfa00f54fe1d
d3b6938d-a0d0-4482-833f-d6f9c80e9271,"Hi, I have experience with cleaner work and can help with this task.",2025-07-11T20:49:48.995805,refused,5,,,5686360b-9ef0-4b30-8e8b-cfa00f54fe1d
f766ee9d-33ef-46d4-b452-c348db5b5deb,"Hi, I have experience with gardener work and can help with this task.",2025-07-09T20:49:48.995876,accepted,6,,,2b535daf-52c5-4167-91ed-6f828cbb4814
deb4da60-9bc1-4dce-9f43-74b58494b839,"Hi, I have experience with gardener work and can help with this task.",2025-07-06T20:49:48.995900,refused,8,,,2b535daf-52c5-4167-91ed-6f828cbb4814
fb56f06b-4822-4fb2-95cb-879f557bcd8a,"Hi, I have experience with joiner work and can help with this task.",2025-07-09T20:49:48.995968,accepted,5,,,00466505-766d-46d7-93de-96af7a0fdd8c
11c3e2ac-eff2-4fcb-959e-5b22f8ba1f7c,"Hi, I have experience with joiner work and can help with this task.",2025-07-05T20:49:48.995996,refused,5,,,00466505-766d-46d7-93de-96af7a0fdd8c
3822be80-fe84-4ff3-a729-67da5c4a2905,"Hi, I have experience with gardener work and can help with this task.",2025-07-06T20:49:48.996067,accepted,1,,,6ecc6563-b7d3-4b15-b7f1-f9351d88711c
683318c6-77aa-4aaa-a7ea-72867c116a80,"Hi, I have experience with gardener work and can help with this task.",2025-07-06T20:49:48.996090,refused,2,,,6ecc6563-b7d3-4b15-b7f1-f9351d88711c
6eaacbb4-827d-4813-b286-817bcc674bad,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.996146,accepted,8,,,a8937c05-9d8b-492f-add1-daa674e0f018
ee5155b3-9b6f-4193-922c-78c37053cba2,"Hi, I have experience with electrician work and can help with this task.",2025-07-10T20:49:48.996178,refused,7,,,a8937c05-9d8b-492f-add1-daa674e0f018
cde8df6d-b164-44c3-b91e-acedbef0979f,"Hi, I have experience with plumber work and can help with this task.",2025-07-08T20:49:48.996275,accepted,1,,,15943027-112a-4882-a1eb-7ca11a51bc27
4eeecc91-9611-4e27-9042-823ad8b363c4,"Hi, I have experience with plumber work and can help with this task.",2025-07-12T20:49:48.996300,refused,2,,,15943027-112a-4882-a1eb-7ca11a51bc27
4105611f-a87e-43c9-99f6-5137f3c67841,"Hi, I have experience with electrician work and can help with this task.",2025-07-08T20:49:48.996364,accepted,6,,,61702ff1-691a-4841-8651-ca2ea8d08ca0
116a074b-b57d-4206-8c9e-f21f2eedf6a8,"Hi, I have experience with electrician work and can help with this task.",2025-07-03T20:49:48.996417,refused,3,,,61702ff1-691a-4841-8651-ca2ea8d08ca0
5e88bb46-0c96-40bd-b018-cc5bb9a011f9,"Hi, I have experience with plumber work and can help with this task.",2025-07-06T20:49:48.996507,accepted,4,,,fcad9fdf-e792-49a1-9306-59abb3411289
fe87c238-71aa-4607-b6fb-bcc990b7cd7a,"Hi, I have experience with plumber work and can help with this task.",2025-07-07T20:49:48.996688,refused,1,,,fcad9fdf-e792-49a1-9306-59abb3411289
f7f3a2c2-d1be-4202-83bb-7fb0efa2b1ec,"Hi, I have experience with joiner work and can help with this task.",2025-07-05T20:49:48.996780,accepted,7,,,23858360-489c-4983-b32e-a631cf4355bb
5c18eba1-2ae4-46dc-b2b6-73cd3691b5e4,"Hi, I have experience with joiner work and can help with this task.",2025-07-05T20:49:48.996809,refused,6,,,23858360-489c-4983-b32e-a631cf4355bb
53d551d1-4abe-483a-9df1-21675906b3f4,"Hi, I have experience with electrician work and can help with this task.",2025-07-09T20:49:48.996905,accepted,2,,,8c0cd46f-cf0d-4dfe-9a37-0bc1f6c78d5d
949e3b50-5974-4a90-ad13-1812d57d3bd2,"Hi, I have experience with electrician work and can help with this task.",2025-07-05T20:49:48.996935,refused,1,,,8c0cd46f-cf0d-4dfe-9a37-0bc1f6c78d5d
e7cba726-302a-421b-a721-55d39a222b91,"Hi, I have experience with plumber work and can help with this task.",2025-07-07T20:49:48.997020,accepted,2,,,4137e5d4-f0ca-4010-ad51-39b18cb5d093
5a9f0e7e-40eb-47a4-8841-997f562ce18b,"Hi, I have experience with plumber work and can help with this task.",2025-07-10T20:49:48.997043,refused,1,,,4137e5d4-f0ca-4010-ad51-39b18cb5d093
f103bcd7-6c72-4348-b19d-bdd06b84afad,"Hi, I have experience with joiner work and can help with this task.",2025-07-10T20:49:48.997112,accepted,4,,,b35d7e91-7f77-4a3a-88b0-a3bfef381186
befa058c-8a69-4870-90c2-b95af0fbe9d2,"Hi, I have experience with joiner work and can help with this task.",2025-07-05T20:49:48.997164,refused,2,,,b35d7e91-7f77-4a3a-88b0-a3bfef381186
2aba4590-a0e8-4b9f-8ab9-d95bbcffb1a8,"Hi, I have experience with plumber work and can help with this task.",2025-07-05T20:49:48.997243,accepted,2,,,28f184b9-dee7-4782-8871-42231ecb6d56
ad7a9fae-8f6e-4718-81ca-4f3efa1372d5,"Hi, I have experience with plumber work and can help with this task.",2025-07-07T20:49:48.997295,refused,1,,,28f184b9-dee7-4782-8871-42231ecb6d56
2d2fd70c-ca1a-487e-a307-7fce0efd2b35,"Hi, I have experience with cleaner work and can help with this task.",2025-07-03T20:49:48.997410,accepted,8,,,492bd05e-fc91-48bc-88c1-377c1eb563fa
d13f7ef5-3dff-4660-b367-7004998b42b8,"Hi, I have experience with cleaner work and can help with this task.",2025-07-04T20:49:48.997468,refused,7,,,492bd05e-fc91-48bc-88c1-377c1eb563fa
fa4a64a0-a9b3-4f09-93dd-330832783a15,"Hi, I have experience with electrician work and can help with this task.",2025-07-12T20:49:48.997526,accepted,8,,,10b4720d-f7b2-4284-a2f2-2e92ee030ddc
3cfa9af2-aaf7-499e-bc61-166b2014fcf1,"Hi, I have experience with electrician work and can help with this task.",2025-07-10T20:49:48.997547,refused,6,,,10b4720d-f7b2-4284-a2f2-2e92ee030ddc
729826e2-d82d-44da-95b3-9d06bdb4905c,"Hi, I have experience with plumber work and can help with this task.",2025-07-05T20:49:48.997615,accepted,4,,,b127ae1c-bbdc-4c16-86d6-9b661a5a5d73
1e9cc168-76ba-4f85-8aa8-eec4e89cd60d,"Hi, I have experience with plumber work and can help with this task.",2025-07-08T20:49:48.997650,refused,2,,,b127ae1c-bbdc-4c16-86d6-9b661a5a5d73
5913e1e8-f0f3-4931-8463-8e98542bfc8b,"Hi, I have experience with electrician work and can help with this task.",2025-07-09T20:49:48.997723,accepted,3,,,c704054f-b1b5-4f84-a036-05d351e99684
f3dd3459-a9e6-4199-b22b-bda7d7926d0a,"Hi, I have experience with electrician work and can help with this task.",2025-07-06T20:49:48.997760,refused,1,,,c704054f-b1b5-4f84-a036-05d351e99684
d689286a-0226-4d53-8acf-02c4e432dd40,"Hi, I have experience with gardener work and can help with this task.",2025-07-07T20:49:48.997869,accepted,1,,,8930488c-34fb-4ee9-a8b8-300d4aae8485
80280495-0eda-470c-a9e3-bd39d847b38c,"Hi, I have experience with gardener work and can help with this task.",2025-07-11T20:49:48.997926,refused,2,,,8930488c-34fb-4ee9-a8b8-300d4aae8485
8e50a7b6-b4ae-415d-88e4-e0992d285971,"Hi, I have experience with electrician work and can help with this task.",2025-07-13T20:49:48.998004,accepted,5,,,fbebd8e9-881f-490a-90de-e71ea012949c
